gene	COG_category
h1SMcG0001158	-
h1SMcG0001159	E
h1SMcG0001160	-
h1SMcG0001161	P
h1SMcG0001162	G
h1SMcG0001163	B
h1SMcG0001164	-
h1SMcG0001165	J
h1SMcG0001166	S
h1SMcG0001167	-
h1SMcG0001168	O
h1SMcG0001169	O
h1SMcG0001170	J
h1SMcG0001171	S
h1SMcG0001172	A
h1SMcG0001173	-
h1SMcG0001174	S
h1SMcG0001175	U
h1SMcG0001176	J
h1SMcG0001177	-
h1SMcG0001178	O
h1SMcG0001179	S
h1SMcG0001180	A
h1SMcG0001181	E
h1SMcG0001182	-
h1SMcG0001183	O
h1SMcG0001184	A
h1SMcG0001185	S
h1SMcG0001186	Q
h1SMcG0001187	T
h1SMcG0001188	S
h1SMcG0001189	J
h1SMcG0001190	-
h1SMcG0001191	T
h1SMcG0001192	-
h1SMcG0001193	-
h1SMcG0001194	T
h1SMcG0001195	K
h1SMcG0001196	-
h1SMcG0001197	-
h1SMcG0001198	EH
h1SMcG0001199	OU
h1SMcG0001200	-
h1SMcG0001201	-
h1SMcG0001202	-
h1SMcG0001203	Q
h1SMcG0001204	Q
h1SMcG0001205	Q
h1SMcG0001206	T
h1SMcG0001207	T
h1SMcG0001208	T
h1SMcG0001209	T
h1SMcG0001210	T
h1SMcG0001211	-
h1SMcG0001212	-
h1SMcG0001213	-
h1SMcG0001214	-
h1SMcG0001215	C
h1SMcG0001216	T
h1SMcG0001217	-
h1SMcG0001218	B
h1SMcG0001219	-
h1SMcG0001220	O
h1SMcG0001221	T
h1SMcG0001222	T
h1SMcG0001223	S
h1SMcG0001224	-
h1SMcG0001225	T
h1SMcG0001226	-
h1SMcG0001227	C
h1SMcG0001228	G
h1SMcG0001229	K
h1SMcG0001230	T
h1SMcG0001231	O
h1SMcG0001232	-
h1SMcG0001233	S
h1SMcG0001234	S
h1SMcG0001235	S
h1SMcG0001236	IT
h1SMcG0001237	-
h1SMcG0001238	O
h1SMcG0001239	-
h1SMcG0001240	T
h1SMcG0001241	J
h1SMcG0001242	-
h1SMcG0001243	-
h1SMcG0001244	-
h1SMcG0001245	-
h1SMcG0001246	Q
h1SMcG0001247	L
h1SMcG0001248	G
h1SMcG0001249	K
h1SMcG0001250	T
h1SMcG0001251	J
h1SMcG0001252	T
h1SMcG0001253	W
h1SMcG0001254	S
h1SMcG0001255	J
h1SMcG0001256	-
h1SMcG0001257	-
h1SMcG0001258	O
h1SMcG0001259	K
h1SMcG0001260	T
h1SMcG0001261	GMW
h1SMcG0001262	-
h1SMcG0001263	Z
h1SMcG0001264	T
h1SMcG0001265	Z
h1SMcG0001266	U
h1SMcG0001267	-
h1SMcG0001268	-
h1SMcG0001269	OU
h1SMcG0001270	I
h1SMcG0001271	-
h1SMcG0001272	-
h1SMcG0001273	U
h1SMcG0001274	K
h1SMcG0001275	S
h1SMcG0001276	O
h1SMcG0001277	GMW
h1SMcG0001278	K
h1SMcG0001279	T
h1SMcG0001280	TZ
h1SMcG0001281	K
h1SMcG0001282	-
h1SMcG0001283	T
h1SMcG0001284	PT
h1SMcG0001285	-
h1SMcG0001286	-
h1SMcG0001287	S
h1SMcG0001288	P
h1SMcG0001289	-
h1SMcG0001290	I
h1SMcG0001291	S
h1SMcG0001292	-
h1SMcG0001293	S
h1SMcG0001294	-
h1SMcG0001295	S
h1SMcG0001296	K
h1SMcG0001297	P
h1SMcG0001298	U
h1SMcG0001299	-
h1SMcG0001300	O
h1SMcG0001301	T
h1SMcG0001302	-
h1SMcG0001303	T
h1SMcG0001304	DZ
h1SMcG0001305	O
h1SMcG0001306	-
h1SMcG0001307	A
h1SMcG0001308	A
h1SMcG0001309	J
h1SMcG0001310	-
h1SMcG0001311	O
h1SMcG0001312	O
h1SMcG0001313	L
h1SMcG0001314	G
h1SMcG0001315	-
h1SMcG0001316	P
h1SMcG0001317	P
h1SMcG0001318	S
h1SMcG0001319	-
h1SMcG0001320	C
h1SMcG0001321	-
h1SMcG0001322	Z
h1SMcG0001323	O
h1SMcG0001324	-
h1SMcG0001325	T
h1SMcG0001326	-
h1SMcG0001327	-
h1SMcG0001328	-
h1SMcG0001329	-
h1SMcG0001330	-
h1SMcG0001331	K
h1SMcG0001332	T
h1SMcG0001333	J
h1SMcG0001334	K
h1SMcG0001335	-
h1SMcG0001336	T
h1SMcG0001337	S
h1SMcG0001338	-
h1SMcG0001339	O
h1SMcG0001340	-
h1SMcG0001341	-
h1SMcG0001342	-
h1SMcG0001343	I
h1SMcG0001344	L
h1SMcG0001345	O
h1SMcG0001346	E
h1SMcG0001347	E
h1SMcG0001348	G
h1SMcG0001349	P
h1SMcG0001350	ADK
h1SMcG0001351	K
h1SMcG0001352	-
h1SMcG0001353	S
h1SMcG0001354	L
h1SMcG0001355	-
h1SMcG0001356	A
h1SMcG0001357	S
h1SMcG0001358	O
h1SMcG0001359	U
h1SMcG0001360	S
h1SMcG0001361	S
h1SMcG0001362	K
h1SMcG0001363	-
h1SMcG0001364	-
h1SMcG0001365	E
h1SMcG0001366	-
h1SMcG0001367	Z
h1SMcG0001368	S
h1SMcG0001369	-
h1SMcG0001370	GM
h1SMcG0001371	-
h1SMcG0001372	I
h1SMcG0001373	N
h1SMcG0001374	S
h1SMcG0001375	S
h1SMcG0001376	S
h1SMcG0001377	S
h1SMcG0001378	S
h1SMcG0001379	S
h1SMcG0001380	S
h1SMcG0001381	-
h1SMcG0001382	L
h1SMcG0001383	Z
h1SMcG0001384	K
h1SMcG0001385	S
h1SMcG0001386	-
h1SMcG0001387	-
h1SMcG0001388	S
h1SMcG0001389	-
h1SMcG0001390	-
h1SMcG0001391	-
h1SMcG0001392	-
h1SMcG0001393	-
h1SMcG0001394	-
h1SMcG0001395	S
h1SMcG0001396	K
h1SMcG0001397	T
h1SMcG0001398	O
h1SMcG0001399	F
h1SMcG0001400	-
h1SMcG0001401	V
h1SMcG0001402	V
h1SMcG0001403	V
h1SMcG0001404	E
h1SMcG0001405	L
h1SMcG0001406	PT
h1SMcG0001407	-
h1SMcG0001408	U
h1SMcG0001409	G
h1SMcG0001410	D
h1SMcG0001411	T
h1SMcG0001412	O
h1SMcG0001413	V
h1SMcG0001414	-
h1SMcG0001415	S
h1SMcG0001416	V
h1SMcG0001417	V
h1SMcG0001418	-
h1SMcG0001419	-
h1SMcG0001420	-
h1SMcG0001421	-
h1SMcG0001422	-
h1SMcG0001423	-
h1SMcG0001424	S
h1SMcG0001425	-
h1SMcG0001426	-
h1SMcG0001427	L
h1SMcG0001428	-
h1SMcG0001429	T
h1SMcG0001430	E
h1SMcG0001431	-
h1SMcG0001432	V
h1SMcG0001433	S
h1SMcG0001434	K
h1SMcG0001435	T
h1SMcG0001436	-
h1SMcG0001437	T
h1SMcG0001438	O
h1SMcG0001439	A
h1SMcG0001440	KL
h1SMcG0001441	Q
h1SMcG0001442	J
h1SMcG0001443	L
h1SMcG0001444	O
h1SMcG0001445	O
h1SMcG0001446	-
h1SMcG0001447	S
h1SMcG0001448	D
h1SMcG0001449	U
h1SMcG0001450	E
h1SMcG0001451	G
h1SMcG0001452	TZ
h1SMcG0001453	J
h1SMcG0001454	S
h1SMcG0001455	-
h1SMcG0001456	-
h1SMcG0001457	B
h1SMcG0001458	S
h1SMcG0001459	-
h1SMcG0001460	-
h1SMcG0001461	S
h1SMcG0001462	-
h1SMcG0001463	-
h1SMcG0001464	S
h1SMcG0001465	-
h1SMcG0001466	S
h1SMcG0001467	-
h1SMcG0001468	S
h1SMcG0001469	T
h1SMcG0001470	O
h1SMcG0001471	-
h1SMcG0001472	-
h1SMcG0001473	S
h1SMcG0001474	-
h1SMcG0001475	F
h1SMcG0001476	E
h1SMcG0001477	K
h1SMcG0001478	U
h1SMcG0001479	K
h1SMcG0001480	-
h1SMcG0001481	P
h1SMcG0001482	P
h1SMcG0001483	S
h1SMcG0001484	O
h1SMcG0001485	U
h1SMcG0001486	J
h1SMcG0001487	S
h1SMcG0001488	J
h1SMcG0001489	S
h1SMcG0001490	J
h1SMcG0001491	L
h1SMcG0001492	C
h1SMcG0001493	Z
h1SMcG0001494	-
h1SMcG0001495	S
h1SMcG0001496	O
h1SMcG0001497	U
h1SMcG0001498	T
h1SMcG0001499	S
h1SMcG0001500	C
h1SMcG0001501	G
h1SMcG0001502	-
h1SMcG0001503	-
h1SMcG0001504	-
h1SMcG0001505	G
h1SMcG0001506	O
h1SMcG0001507	T
h1SMcG0001508	-
h1SMcG0001509	-
h1SMcG0001510	L
h1SMcG0001511	L
h1SMcG0001512	-
h1SMcG0001513	-
h1SMcG0001514	-
h1SMcG0001515	S
h1SMcG0001516	BD
h1SMcG0001517	S
h1SMcG0001518	-
h1SMcG0001519	T
h1SMcG0001520	T
h1SMcG0001521	-
h1SMcG0001522	-
h1SMcG0001523	S
h1SMcG0001524	S
h1SMcG0001525	S
h1SMcG0001526	S
h1SMcG0001527	GM
h1SMcG0001528	S
h1SMcG0001529	S
h1SMcG0001530	K
h1SMcG0001531	K
h1SMcG0001532	BD
h1SMcG0001533	S
h1SMcG0001534	L
h1SMcG0001535	-
h1SMcG0001536	-
h1SMcG0001537	-
h1SMcG0001538	-
h1SMcG0001539	-
h1SMcG0001540	-
h1SMcG0001541	S
h1SMcG0001542	T
h1SMcG0001543	T
h1SMcG0001544	A
h1SMcG0001545	O
h1SMcG0001546	-
h1SMcG0001547	A
h1SMcG0001548	U
h1SMcG0001549	-
h1SMcG0001550	P
h1SMcG0001551	-
h1SMcG0001552	S
h1SMcG0001553	-
h1SMcG0001554	K
h1SMcG0001555	-
h1SMcG0001556	O
h1SMcG0001557	-
h1SMcG0001558	-
h1SMcG0001559	-
h1SMcG0001560	K
h1SMcG0001561	-
h1SMcG0001562	-
h1SMcG0001563	O
h1SMcG0001564	-
h1SMcG0001565	S
h1SMcG0001566	-
h1SMcG0001567	-
h1SMcG0001568	-
h1SMcG0001569	-
h1SMcG0001570	-
h1SMcG0001571	BD
h1SMcG0001572	S
h1SMcG0001573	P
h1SMcG0001574	L
h1SMcG0001575	E
h1SMcG0001576	C
h1SMcG0001577	C
h1SMcG0001578	-
h1SMcG0001579	C
h1SMcG0001580	C
h1SMcG0001581	-
h1SMcG0001582	P
h1SMcG0001583	T
h1SMcG0001584	O
h1SMcG0001585	C
h1SMcG0001586	P
h1SMcG0001587	T
h1SMcG0001588	-
h1SMcG0001589	T
h1SMcG0001590	A
h1SMcG0001591	-
h1SMcG0001592	A
h1SMcG0001593	-
h1SMcG0001594	T
h1SMcG0001595	L
h1SMcG0001596	BD
h1SMcG0001597	-
h1SMcG0001598	T
h1SMcG0001599	C
h1SMcG0001600	S
h1SMcG0001601	-
h1SMcG0001602	-
h1SMcG0001603	-
h1SMcG0001604	JK
h1SMcG0001605	-
h1SMcG0001606	A
h1SMcG0001607	-
h1SMcG0001608	T
h1SMcG0001609	K
h1SMcG0001610	L
h1SMcG0001611	S
h1SMcG0001612	S
h1SMcG0001613	G
h1SMcG0001614	-
h1SMcG0001615	-
h1SMcG0001616	-
h1SMcG0001617	-
h1SMcG0001618	-
h1SMcG0001619	L
h1SMcG0001620	E
h1SMcG0001621	T
h1SMcG0001622	-
h1SMcG0001623	T
h1SMcG0001624	-
h1SMcG0001625	U
h1SMcG0001626	-
h1SMcG0001627	T
h1SMcG0001628	-
h1SMcG0001629	S
h1SMcG0001630	-
h1SMcG0001631	U
h1SMcG0001632	S
h1SMcG0001633	S
h1SMcG0001634	S
h1SMcG0001635	BK
h1SMcG0001636	-
h1SMcG0001637	-
h1SMcG0001638	A
h1SMcG0001639	J
h1SMcG0001640	S
h1SMcG0001641	-
h1SMcG0001642	-
h1SMcG0001643	A
h1SMcG0001644	S
h1SMcG0001645	S
h1SMcG0001646	U
h1SMcG0001647	U
h1SMcG0001648	U
h1SMcG0001649	T
h1SMcG0001650	-
h1SMcG0001651	U
h1SMcG0001652	-
h1SMcG0001653	-
h1SMcG0001654	Z
h1SMcG0001655	Q
h1SMcG0001656	G
h1SMcG0001657	P
h1SMcG0001658	-
h1SMcG0001659	G
h1SMcG0001660	T
h1SMcG0001661	-
h1SMcG0001662	-
h1SMcG0001663	T
h1SMcG0001664	T
h1SMcG0001665	-
h1SMcG0001666	-
h1SMcG0001667	-
h1SMcG0001668	S
h1SMcG0001669	-
h1SMcG0001670	-
h1SMcG0001671	A
h1SMcG0001672	A
h1SMcG0001673	-
h1SMcG0001674	-
h1SMcG0001675	S
h1SMcG0001676	S
h1SMcG0001677	S
h1SMcG0001678	O
h1SMcG0001679	S
h1SMcG0001680	O
h1SMcG0001681	-
h1SMcG0001682	-
h1SMcG0001683	A
h1SMcG0001684	-
h1SMcG0001685	K
h1SMcG0001686	-
h1SMcG0001687	-
h1SMcG0001688	O
h1SMcG0001689	M
h1SMcG0001690	M
h1SMcG0001691	M
h1SMcG0001692	M
h1SMcG0001693	TU
h1SMcG0001694	P
h1SMcG0001695	S
h1SMcG0001696	-
h1SMcG0001697	O
h1SMcG0001698	-
h1SMcG0001699	-
h1SMcG0001700	-
h1SMcG0001701	T
h1SMcG0001702	P
h1SMcG0001703	O
h1SMcG0001704	S
h1SMcG0001705	-
h1SMcG0001706	O
h1SMcG0001707	S
h1SMcG0001708	S
h1SMcG0001709	DZ
h1SMcG0001710	O
h1SMcG0001711	S
h1SMcG0001712	O
h1SMcG0001713	-
h1SMcG0001714	J
h1SMcG0001715	N
h1SMcG0001716	-
h1SMcG0001717	K
h1SMcG0001718	DZ
h1SMcG0001719	P
h1SMcG0001720	-
h1SMcG0001721	-
h1SMcG0001722	K
h1SMcG0001723	S
h1SMcG0001724	O
h1SMcG0001725	-
h1SMcG0001726	-
h1SMcG0001727	-
h1SMcG0001728	K
h1SMcG0001729	S
h1SMcG0001730	T
h1SMcG0001731	E
h1SMcG0001732	S
h1SMcG0001733	-
h1SMcG0001734	-
h1SMcG0001735	T
h1SMcG0001736	T
h1SMcG0001737	A
h1SMcG0001738	KL
h1SMcG0001739	S
h1SMcG0001740	G
h1SMcG0001741	T
h1SMcG0001742	C
h1SMcG0001743	JO
h1SMcG0001744	-
h1SMcG0001745	-
h1SMcG0001746	BD
h1SMcG0001747	A
h1SMcG0001748	A
h1SMcG0001749	-
h1SMcG0001750	K
h1SMcG0001751	BD
h1SMcG0001752	-
h1SMcG0001753	-
h1SMcG0001754	-
h1SMcG0001755	S
h1SMcG0001756	-
h1SMcG0001757	O
h1SMcG0001758	-
h1SMcG0001759	S
h1SMcG0001760	-
h1SMcG0001761	S
h1SMcG0001762	J
h1SMcG0001763	S
h1SMcG0001764	T
h1SMcG0001765	M
h1SMcG0001766	L
h1SMcG0001767	-
h1SMcG0001768	J
h1SMcG0001769	-
h1SMcG0001770	O
h1SMcG0001771	PT
h1SMcG0001772	S
h1SMcG0001773	S
h1SMcG0001774	-
h1SMcG0001775	F
h1SMcG0001776	S
h1SMcG0001777	-
h1SMcG0001778	A
h1SMcG0001779	-
h1SMcG0001780	W
h1SMcG0001781	-
h1SMcG0001782	O
h1SMcG0001783	S
h1SMcG0001784	S
h1SMcG0001785	H
h1SMcG0001786	-
h1SMcG0001787	S
h1SMcG0001788	-
h1SMcG0001789	-
h1SMcG0001790	D
h1SMcG0001791	S
h1SMcG0001792	-
h1SMcG0001793	-
h1SMcG0001794	-
h1SMcG0001795	-
h1SMcG0001796	J
h1SMcG0001797	C
h1SMcG0001798	S
h1SMcG0001799	T
h1SMcG0001800	-
h1SMcG0001801	A
h1SMcG0001802	T
h1SMcG0001803	T
h1SMcG0001804	BDLT
h1SMcG0001805	G
h1SMcG0001806	D
h1SMcG0001807	-
h1SMcG0001808	-
h1SMcG0001809	-
h1SMcG0001810	-
h1SMcG0001811	-
h1SMcG0001812	DK
h1SMcG0001813	A
h1SMcG0001814	S
h1SMcG0001815	-
h1SMcG0001816	O
h1SMcG0001817	P
h1SMcG0001818	-
h1SMcG0001819	-
h1SMcG0001820	Z
h1SMcG0001821	-
h1SMcG0001822	Q
h1SMcG0001823	O
h1SMcG0001824	-
h1SMcG0001825	Q
h1SMcG0001826	I
h1SMcG0001827	L
h1SMcG0001828	-
h1SMcG0001829	L
h1SMcG0001830	T
h1SMcG0001831	-
h1SMcG0001832	G
h1SMcG0001833	-
h1SMcG0001834	-
h1SMcG0001835	S
h1SMcG0001836	A
h1SMcG0001837	-
h1SMcG0001838	-
h1SMcG0001839	-
h1SMcG0001840	-
h1SMcG0001841	-
h1SMcG0001842	-
h1SMcG0001843	-
h1SMcG0001844	T
h1SMcG0001845	S
h1SMcG0001846	T
h1SMcG0001847	T
h1SMcG0001848	T
h1SMcG0001849	J
h1SMcG0001850	-
h1SMcG0001851	-
h1SMcG0001852	T
h1SMcG0001853	T
h1SMcG0001854	T
h1SMcG0001855	T
h1SMcG0001856	T
h1SMcG0001857	T
h1SMcG0001858	O
h1SMcG0001859	T
h1SMcG0001860	J
h1SMcG0001861	-
h1SMcG0001862	J
h1SMcG0001863	-
h1SMcG0001864	S
h1SMcG0001865	L
h1SMcG0001866	T
h1SMcG0001867	S
h1SMcG0001868	-
h1SMcG0001869	A
h1SMcG0001870	O
h1SMcG0001871	Z
h1SMcG0001872	O
h1SMcG0001873	-
h1SMcG0001874	O
h1SMcG0001875	Z
h1SMcG0001876	Z
h1SMcG0001877	-
h1SMcG0001878	S
h1SMcG0001879	O
h1SMcG0001880	-
h1SMcG0001881	S
h1SMcG0001882	S
h1SMcG0001883	-
h1SMcG0001884	Z
h1SMcG0001885	O
h1SMcG0001886	S
h1SMcG0001887	-
h1SMcG0001888	T
h1SMcG0001889	T
h1SMcG0001890	E
h1SMcG0001891	Z
h1SMcG0001892	L
h1SMcG0001893	T
h1SMcG0001894	S
h1SMcG0001895	S
h1SMcG0001896	S
h1SMcG0001897	-
h1SMcG0001898	J
h1SMcG0001899	Z
h1SMcG0001900	L
h1SMcG0001901	BD
h1SMcG0001902	S
h1SMcG0001903	-
h1SMcG0001904	-
h1SMcG0001905	Z
h1SMcG0001906	O
h1SMcG0001907	-
h1SMcG0001908	-
h1SMcG0001909	S
h1SMcG0001910	O
h1SMcG0001911	-
h1SMcG0001912	-
h1SMcG0001913	G
h1SMcG0001914	-
h1SMcG0001915	O
h1SMcG0001916	K
h1SMcG0001917	-
h1SMcG0001918	-
h1SMcG0001919	G
h1SMcG0001920	A
h1SMcG0001921	D
h1SMcG0001922	T
h1SMcG0001923	-
h1SMcG0001924	JO
h1SMcG0001925	L
h1SMcG0001926	S
h1SMcG0001927	U
h1SMcG0001928	S
h1SMcG0001929	-
h1SMcG0001930	O
h1SMcG0001931	K
h1SMcG0001932	S
h1SMcG0001933	S
h1SMcG0001934	-
h1SMcG0001935	T
h1SMcG0001936	Z
h1SMcG0001937	A
h1SMcG0001938	T
h1SMcG0001939	T
h1SMcG0001940	T
h1SMcG0001941	A
h1SMcG0001942	-
h1SMcG0001943	-
h1SMcG0001944	Z
h1SMcG0001945	P
h1SMcG0001946	E
h1SMcG0001947	E
h1SMcG0001948	E
h1SMcG0001949	E
h1SMcG0001950	D
h1SMcG0001951	I
h1SMcG0001952	Z
h1SMcG0001953	T
h1SMcG0001954	-
h1SMcG0001955	S
h1SMcG0001956	T
h1SMcG0001957	-
h1SMcG0001958	-
h1SMcG0001959	S
h1SMcG0001960	Z
h1SMcG0001961	T
h1SMcG0001962	-
h1SMcG0001963	O
h1SMcG0001964	C
h1SMcG0001965	-
h1SMcG0001966	S
h1SMcG0001967	Z
h1SMcG0001968	E
h1SMcG0001969	B
h1SMcG0001970	O
h1SMcG0001971	-
h1SMcG0001972	A
h1SMcG0001973	J
h1SMcG0001974	Z
h1SMcG0001975	S
h1SMcG0001976	-
h1SMcG0001977	S
h1SMcG0001978	S
h1SMcG0001979	O
h1SMcG0001980	J
h1SMcG0001981	O
h1SMcG0001982	S
h1SMcG0001983	C
h1SMcG0001984	P
h1SMcG0001985	-
h1SMcG0001986	-
h1SMcG0001987	-
h1SMcG0001988	P
h1SMcG0001989	T
h1SMcG0001990	-
h1SMcG0001991	-
h1SMcG0001992	-
h1SMcG0001993	-
h1SMcG0001994	-
h1SMcG0001995	S
h1SMcG0001996	P
h1SMcG0001997	T
h1SMcG0001998	T
h1SMcG0001999	Z
h1SMcG0002000	T
h1SMcG0002001	D
h1SMcG0002002	-
h1SMcG0002003	OT
h1SMcG0002004	-
h1SMcG0002005	T
h1SMcG0002006	T
h1SMcG0002007	KT
h1SMcG0002008	-
h1SMcG0002009	S
h1SMcG0002010	T
h1SMcG0002011	S
h1SMcG0002012	-
h1SMcG0002013	-
h1SMcG0002014	O
h1SMcG0002015	-
h1SMcG0002016	S
h1SMcG0002017	A
h1SMcG0002018	I
h1SMcG0002019	K
h1SMcG0002020	-
h1SMcG0002021	K
h1SMcG0002022	-
h1SMcG0002023	G
h1SMcG0002024	-
h1SMcG0002025	-
h1SMcG0002026	T
h1SMcG0002027	H
h1SMcG0002028	-
h1SMcG0002029	-
h1SMcG0002030	K
h1SMcG0002031	-
h1SMcG0002032	-
h1SMcG0002033	-
h1SMcG0002034	C
h1SMcG0002035	S
h1SMcG0002036	-
h1SMcG0002037	O
h1SMcG0002038	U
h1SMcG0002039	S
h1SMcG0002040	DK
h1SMcG0002041	G
h1SMcG0002042	K
h1SMcG0002043	O
h1SMcG0002044	-
h1SMcG0002045	-
h1SMcG0002046	-
h1SMcG0002047	U
h1SMcG0002048	U
h1SMcG0002049	KT
h1SMcG0002050	-
h1SMcG0002051	TZ
h1SMcG0002052	-
h1SMcG0002053	S
h1SMcG0002054	O
h1SMcG0002055	S
h1SMcG0002056	S
h1SMcG0002057	S
h1SMcG0002058	-
h1SMcG0002059	O
h1SMcG0002060	-
h1SMcG0002061	T
h1SMcG0002062	S
h1SMcG0002063	-
h1SMcG0002064	-
h1SMcG0002065	-
h1SMcG0002066	-
h1SMcG0002067	-
h1SMcG0002068	-
h1SMcG0002069	O
h1SMcG0002070	-
h1SMcG0002071	S
h1SMcG0002072	S
h1SMcG0002073	A
h1SMcG0002074	K
h1SMcG0002075	S
h1SMcG0002076	-
h1SMcG0002077	U
h1SMcG0002078	I
h1SMcG0002079	-
h1SMcG0002080	L
h1SMcG0002081	-
h1SMcG0002082	-
h1SMcG0002083	L
h1SMcG0002084	OT
h1SMcG0002085	E
h1SMcG0002086	T
h1SMcG0002087	-
h1SMcG0002088	P
h1SMcG0002089	E
h1SMcG0002090	C
h1SMcG0002091	F
h1SMcG0002092	-
h1SMcG0002093	S
h1SMcG0002094	-
h1SMcG0002095	P
h1SMcG0002096	-
h1SMcG0002097	S
h1SMcG0002098	-
h1SMcG0002099	Z
h1SMcG0002100	A
h1SMcG0002101	-
h1SMcG0002102	S
h1SMcG0002103	S
h1SMcG0002104	-
h1SMcG0002105	S
h1SMcG0002106	-
h1SMcG0002107	T
h1SMcG0002108	E
h1SMcG0002109	-
h1SMcG0002110	-
h1SMcG0002111	-
h1SMcG0002112	-
h1SMcG0002113	-
h1SMcG0002114	-
h1SMcG0002115	-
h1SMcG0002116	S
h1SMcG0002117	O
h1SMcG0002118	O
h1SMcG0002119	-
h1SMcG0002120	O
h1SMcG0002121	-
h1SMcG0002122	-
h1SMcG0002123	U
h1SMcG0002124	-
h1SMcG0002125	-
h1SMcG0002126	-
h1SMcG0002127	D
h1SMcG0002128	-
h1SMcG0002129	E
h1SMcG0002130	E
h1SMcG0002131	Z
h1SMcG0002132	A
h1SMcG0002133	S
h1SMcG0002134	S
h1SMcG0002135	-
h1SMcG0002136	J
h1SMcG0002137	-
h1SMcG0002138	K
h1SMcG0002139	K
h1SMcG0002140	BD
h1SMcG0002141	S
h1SMcG0002142	-
h1SMcG0002143	P
h1SMcG0002144	T
h1SMcG0002145	-
h1SMcG0002146	T
h1SMcG0002147	E
h1SMcG0002148	-
h1SMcG0002149	M
h1SMcG0002150	G
h1SMcG0002151	G
h1SMcG0002152	A
h1SMcG0002153	S
h1SMcG0002154	S
h1SMcG0002155	-
h1SMcG0002156	-
h1SMcG0002157	Z
h1SMcG0002158	S
h1SMcG0002159	O
h1SMcG0002160	PT
h1SMcG0002161	S
h1SMcG0002162	I
h1SMcG0002163	O
h1SMcG0002164	T
h1SMcG0002165	-
h1SMcG0002166	S
h1SMcG0002167	-
h1SMcG0002168	T
h1SMcG0002169	S
h1SMcG0002170	-
h1SMcG0002171	T
h1SMcG0002172	T
h1SMcG0002173	F
h1SMcG0002174	K
h1SMcG0002175	J
h1SMcG0002176	J
h1SMcG0002177	S
h1SMcG0002178	-
h1SMcG0002179	M
h1SMcG0002180	-
h1SMcG0002181	I
h1SMcG0002182	U
h1SMcG0002183	U
h1SMcG0002184	M
h1SMcG0002185	J
h1SMcG0002186	A
h1SMcG0002187	P
h1SMcG0002188	S
h1SMcG0002189	S
h1SMcG0002190	S
h1SMcG0002191	A
h1SMcG0002192	-
h1SMcG0002193	S
h1SMcG0002194	T
h1SMcG0002195	S
h1SMcG0002196	A
h1SMcG0002197	Z
h1SMcG0002198	O
h1SMcG0002199	-
h1SMcG0002200	S
h1SMcG0002201	-
h1SMcG0002202	-
h1SMcG0002203	-
h1SMcG0002204	E
h1SMcG0002205	-
h1SMcG0002206	S
h1SMcG0002207	T
h1SMcG0002208	BD
h1SMcG0002209	-
h1SMcG0002210	O
h1SMcG0002211	O
h1SMcG0002212	G
h1SMcG0002213	G
h1SMcG0002214	K
h1SMcG0002215	J
h1SMcG0002216	K
h1SMcG0002217	-
h1SMcG0002218	Z
h1SMcG0002219	-
h1SMcG0002220	H
h1SMcG0002221	W
h1SMcG0002222	E
h1SMcG0002223	-
h1SMcG0002224	I
h1SMcG0002225	-
h1SMcG0002226	S
h1SMcG0002227	-
h1SMcG0002228	-
h1SMcG0002229	-
h1SMcG0002230	-
h1SMcG0002231	-
h1SMcG0002232	S
h1SMcG0002233	I
h1SMcG0002234	T
h1SMcG0002235	M
h1SMcG0002236	O
h1SMcG0002237	-
h1SMcG0002238	-
h1SMcG0002239	S
h1SMcG0002240	O
h1SMcG0002241	G
h1SMcG0002242	-
h1SMcG0002243	-
h1SMcG0002244	-
h1SMcG0002245	T
h1SMcG0002246	O
h1SMcG0002247	-
h1SMcG0002248	L
h1SMcG0002249	-
h1SMcG0002250	Z
h1SMcG0002251	-
h1SMcG0002252	E
h1SMcG0002253	M
h1SMcG0002254	Z
h1SMcG0002255	Z
h1SMcG0002256	O
h1SMcG0002257	-
h1SMcG0002258	S
h1SMcG0002259	-
h1SMcG0002260	A
h1SMcG0002261	L
h1SMcG0002262	S
h1SMcG0002263	-
h1SMcG0002264	S
h1SMcG0002265	K
h1SMcG0002266	-
h1SMcG0002267	Z
h1SMcG0002268	S
h1SMcG0002269	I
h1SMcG0002270	T
h1SMcG0002271	T
h1SMcG0002272	S
h1SMcG0002273	S
h1SMcG0002274	S
h1SMcG0002275	T
h1SMcG0002276	Z
h1SMcG0002277	-
h1SMcG0002278	-
h1SMcG0002279	K
h1SMcG0002280	O
h1SMcG0002281	-
h1SMcG0002282	BK
h1SMcG0002283	E
h1SMcG0002284	E
h1SMcG0002285	K
h1SMcG0002286	F
h1SMcG0002287	-
h1SMcG0002288	-
h1SMcG0002289	-
h1SMcG0002290	-
h1SMcG0002291	-
h1SMcG0002292	-
h1SMcG0002293	BD
h1SMcG0002294	BD
h1SMcG0002295	OU
h1SMcG0002296	OU
h1SMcG0002297	F
h1SMcG0002298	O
h1SMcG0002299	A
h1SMcG0002300	O
h1SMcG0002301	-
h1SMcG0002302	O
h1SMcG0002303	-
h1SMcG0002304	E
h1SMcG0002305	G
h1SMcG0002306	-
h1SMcG0002307	S
h1SMcG0002308	S
h1SMcG0002309	C
h1SMcG0002310	E
h1SMcG0002311	E
h1SMcG0002312	-
h1SMcG0002313	L
h1SMcG0002314	S
